image_path,plate_text
140x70_dataset/train/HNE-880-U_dithering_bits4_001_1.jpg,HNE-880-U
140x70_dataset/train/PNA-911-N_rotationx50_max_angle50_001_1.jpg,PNA-911-N
140x70_dataset/train/UUT-132-J_downscaleX75_scale0.75_001_1.jpg,UUT-132-J
140x70_dataset/train/H0G-130-T_channel_dropout_drop_probability0.33_001_1.jpg,H0G-130-T
140x70_dataset/train/TV0-748-F_glass_blur_iterations3_max_offset2_001_1.jpg,TV0-748-F
140x70_dataset/train/ACJ-310-H_channel_dropout_drop_probability0.33_001.jpg,ACJ-310-H
"140x70_dataset/train/RRL-476-W_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",RRL-476-W
140x70_dataset/train/XGW-211-E_illumination_alpha0.25_beta0_001_1.jpg,XGW-211-E
140x70_dataset/train/YY3-198-L_random_shadow_opacity0.3_001_1.jpg,YY3-198-L
"140x70_dataset/train/PPZ-377-L_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",PPZ-377-L
140x70_dataset/train/G13-120-K_downscaleX5_scale0.5_001_1.jpg,G13-120-K
140x70_dataset/train/UN5-460-P_dithering_bits4_001_1.jpg,UN5-460-P
140x70_dataset/train/BS1-730-L_scaleX75_min_scale0.75_max_scale0.75_001_1.jpg,BS1-730-L
140x70_dataset/train/V8H-189-Y_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,V8H-189-Y
140x70_dataset/train/WNU-280-U_random_snow_intensity0.2_001_1.jpg,WNU-280-U
140x70_dataset/train/NSR-761-W_channel_dropout_drop_probability0.33_001_1.jpg,NSR-761-W
140x70_dataset/train/VJS-174-D_perspectiveX50_max_tilt0.5_001.jpg,VJS-174-D
140x70_dataset/train/PR4-038-K_random_snow_intensity0.2_001.jpg,PR4-038-K
140x70_dataset/train/ENM-273-G_perspectiveX50_max_tilt0.5_001_1.jpg,ENM-273-G
140x70_dataset/train/N9E-176-F_dithering_bits4_001_1.jpg,N9E-176-F
140x70_dataset/train/DJ0-987-N_random_occlusion_min_size45_max_size100_001_1.jpg,DJ0-987-N
140x70_dataset/train/WU2-503-P_motion_blur_kernel_size15_001_1.jpg,WU2-503-P
140x70_dataset/train/GHU-55-CT_scaleX25_min_scale0.25_max_scale0.25_001_1.jpg,GHU-55-CT
"140x70_dataset/train/FC7-968-W_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",FC7-968-W
140x70_dataset/train/P7H-392-N_scaleX50_min_scale0.5_max_scale0.5_001_1.jpg,P7H-392-N
140x70_dataset/train/F82-993-B_scaleX50_min_scale0.5_max_scale0.5_001_1.jpg,F82-993-B
140x70_dataset/train/R00-949-J_perspectiveX35_max_tilt0.35_001_1.jpg,R00-949-J
140x70_dataset/train/UN0-442-Z_defocus_blur_kernel_size15_001_1.jpg,UN0-442-Z
140x70_dataset/train/F9F-972-E_rotationx25_max_angle25_001_1.jpg,F9F-972-E
140x70_dataset/train/G0N-643-K_iso_noise_intensity25_001_1.jpg,G0N-643-K
140x70_dataset/train/DP0-454-X_random_fog_fog_intensity0.9_001_1.jpg,DP0-454-X
"140x70_dataset/train/REM-604-X_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",REM-604-X
140x70_dataset/train/U03-131-L_defocus_blur_kernel_size15_001_1.jpg,U03-131-L
"140x70_dataset/train/FUS-695-Z_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",FUS-695-Z
140x70_dataset/train/DPE-499-U_random_snow_intensity0.2_001.jpg,DPE-499-U
140x70_dataset/train/PL2-185-G_glass_blur_iterations3_max_offset2_001_1.jpg,PL2-185-G
140x70_dataset/train/HDN-055-U_iso_noise_intensity25_001_1.jpg,HDN-055-U
"140x70_dataset/train/X6D-642-D_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001.jpg",X6D-642-D
140x70_dataset/train/FWB-921-H_rotationx75_max_angle75_001_1.jpg,FWB-921-H
140x70_dataset/train/RJK-217-U_random_fog_fog_intensity0.9_001_1.jpg,RJK-217-U
140x70_dataset/train/W17-687-F_illumination_alpha0.25_beta0_001_1.jpg,W17-687-F
140x70_dataset/train/TZG-332-Z_scaleX75_min_scale0.75_max_scale0.75_001_1.jpg,TZG-332-Z
140x70_dataset/train/PUF-303-T_downscaleX25_scale0.25_001_1.jpg,PUF-303-T
140x70_dataset/train/AAX-479-Y_downscaleX5_scale0.5_001_1.jpg,AAX-479-Y
140x70_dataset/train/ZHF-963-W_channel_dropout_drop_probability0.33_001_1.jpg,ZHF-963-W
140x70_dataset/train/XDW-203-M_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,XDW-203-M
140x70_dataset/train/V4J-240-V_channel_dropout_drop_probability0.33_001.jpg,V4J-240-V
140x70_dataset/train/DAX-165-X_perspectiveX35_max_tilt0.35_001_1.jpg,DAX-165-X
140x70_dataset/train/WNU-553-W_downscaleX5_scale0.5_001_1.jpg,WNU-553-W
140x70_dataset/train/WGD-905-F_rotationx25_max_angle25_001_1.jpg,WGD-905-F
140x70_dataset/train/L8E-064-Y_rotationx75_max_angle75_001_1.jpg,L8E-064-Y
140x70_dataset/train/UZ2-997-X_rotationx25_max_angle25_001_1.jpg,UZ2-997-X
140x70_dataset/train/HGW-859-X_glass_blur_iterations3_max_offset2_001_1.jpg,HGW-859-X
"140x70_dataset/train/REW-821-T_random_sun_flare_radius_range(50, 150)_intensity1.0_001.jpg",REW-821-T
140x70_dataset/train/JC0-246-H_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,JC0-246-H
140x70_dataset/train/ZFK-562-K_random_fog_fog_intensity0.9_001_1.jpg,ZFK-562-K
140x70_dataset/train/H2T-793-U_perspectiveX35_max_tilt0.35_001_1.jpg,H2T-793-U
140x70_dataset/train/AR8-337-M_illumination_alpha0.25_beta0_001_1.jpg,AR8-337-M
140x70_dataset/train/XVM-898-M_random_shadow_opacity0.3_001_1.jpg,XVM-898-M
140x70_dataset/train/R62-367-J_dithering_bits4_001_1.jpg,R62-367-J
"140x70_dataset/train/TJM-687-N_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",TJM-687-N
140x70_dataset/train/ZFB-267-F_rotationx50_max_angle50_001_1.jpg,ZFB-267-F
140x70_dataset/train/ABW-727-H_rotationx50_max_angle50_001_1.jpg,ABW-727-H
140x70_dataset/train/TLF-168-U_motion_blur_kernel_size15_001_1.jpg,TLF-168-U
140x70_dataset/train/S45-WMA_rotationx50_max_angle50_001_1.jpg,S45-WMA
140x70_dataset/train/UYG-605-K_rotationx25_max_angle25_001_1.jpg,UYG-605-K
140x70_dataset/train/D3T-282-P_dithering_bits4_001.jpg,D3T-282-P
140x70_dataset/train/R9H-334-F_rotationx25_max_angle25_001_1.jpg,R9H-334-F
140x70_dataset/train/EA6-704-U_random_snow_intensity0.2_001_1.jpg,EA6-704-U
140x70_dataset/train/G7K-382-Y_rotationx75_max_angle75_001_1.jpg,G7K-382-Y
140x70_dataset/train/C3M-616-T_random_snow_intensity0.2_001.jpg,C3M-616-T
140x70_dataset/train/TM5-090-L_defocus_blur_kernel_size15_001_1.jpg,TM5-090-L
140x70_dataset/train/C37-270-N_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,C37-270-N
"140x70_dataset/train/XXB-639-K_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",XXB-639-K
140x70_dataset/train/WUL-244-R_perspectiveX70_max_tilt0.7_001_1.jpg,WUL-244-R
"140x70_dataset/train/YKG-439-L_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",YKG-439-L
140x70_dataset/train/F66-3WR_random_snow_intensity0.2_001_1.jpg,F66-3WR
140x70_dataset/train/RJL-360-D_illumination_alpha0.25_beta0_001_1.jpg,RJL-360-D
140x70_dataset/train/ZDK-554-K_perspectiveX70_max_tilt0.7_001_1.jpg,ZDK-554-K
140x70_dataset/train/ZFX-096-S_random_snow_intensity0.2_001_1.jpg,ZFX-096-S
140x70_dataset/train/XM0-996-C_downscaleX75_scale0.75_001_1.jpg,XM0-996-C
140x70_dataset/train/ZF7-460-T_random_shadow_opacity0.3_001_1.jpg,ZF7-460-T
140x70_dataset/train/XA6-126-T_downscaleX75_scale0.75_001.jpg,XA6-126-T
140x70_dataset/train/DSS-208-W_perspectiveX50_max_tilt0.5_001_1.jpg,DSS-208-W
"140x70_dataset/train/G5W-435-M_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",G5W-435-M
140x70_dataset/train/ZAD-321-W_iso_noise_intensity25_001_1.jpg,ZAD-321-W
140x70_dataset/train/WUF-806-H_perspectiveX35_max_tilt0.35_001_1.jpg,WUF-806-H
140x70_dataset/train/DDE-070-N_random_occlusion_min_size45_max_size100_001_1.jpg,DDE-070-N
140x70_dataset/train/DAF-537-E_channel_dropout_drop_probability0.33_001_1.jpg,DAF-537-E
140x70_dataset/train/WKX-572-N_rotationx50_max_angle50_001_1.jpg,WKX-572-N
140x70_dataset/train/ZFR-867-J_rotationx50_max_angle50_001_1.jpg,ZFR-867-J
"140x70_dataset/train/JXV-544-E_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",JXV-544-E
140x70_dataset/train/AED-440-X_random_shadow_opacity0.3_001_1.jpg,AED-440-X
140x70_dataset/train/PS0-540-K_channel_dropout_drop_probability0.33_001.jpg,PS0-540-K
140x70_dataset/train/Y1D-717-M_downscaleX75_scale0.75_001_1.jpg,Y1D-717-M
140x70_dataset/train/M1Z-959-F_scaleX25_min_scale0.25_max_scale0.25_001_1.jpg,M1Z-959-F
140x70_dataset/train/UTC-390-G_perspectiveX50_max_tilt0.5_001_1.jpg,UTC-390-G
"140x70_dataset/train/TK8-539-F_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",TK8-539-F
140x70_dataset/train/D4T-962-L_rotationx25_max_angle25_001_1.jpg,D4T-962-L
140x70_dataset/train/E6H-707-Y_scaleX25_min_scale0.25_max_scale0.25_001_1.jpg,E6H-707-Y
140x70_dataset/train/FRG-277-K_random_fog_fog_intensity0.9_001_1.jpg,FRG-277-K
140x70_dataset/train/UYG-605-K_channel_dropout_drop_probability0.33_001.jpg,UYG-605-K
140x70_dataset/train/W22-899-A_rotationx50_max_angle50_001_1.jpg,W22-899-A
140x70_dataset/train/UTA-132-N_perspectiveX35_max_tilt0.35_001_1.jpg,UTA-132-N
140x70_dataset/train/TAT-030-Z_scaleX25_min_scale0.25_max_scale0.25_001.jpg,TAT-030-Z
140x70_dataset/train/WTD-866-A_auto_contrast_cutoff0_001.jpg,WTD-866-A
140x70_dataset/train/UFG-771-Z_illumination_alpha0.25_beta0_001_1.jpg,UFG-771-Z
140x70_dataset/train/PZK-971-U_random_occlusion_min_size45_max_size100_001.jpg,PZK-971-U
"140x70_dataset/train/ETN-132-C_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",ETN-132-C
140x70_dataset/train/DRX-361-P_downscaleX5_scale0.5_001.jpg,DRX-361-P
"140x70_dataset/train/RJB-777-E_random_sun_flare_radius_range(50, 150)_intensity1.0_001.jpg",RJB-777-E
140x70_dataset/train/EKE-608-K_scaleX25_min_scale0.25_max_scale0.25_001.jpg,EKE-608-K
140x70_dataset/train/C5W-059-H_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,C5W-059-H
140x70_dataset/train/SJ5-431-S_rotationx50_max_angle50_001_1.jpg,SJ5-431-S
140x70_dataset/train/VHH-307-W_iso_noise_intensity25_001.jpg,VHH-307-W
140x70_dataset/train/Y64-R5F_random_fog_fog_intensity0.9_001_1.jpg,Y64-R5F
140x70_dataset/train/YYG-500-D_illumination_alpha0.25_beta0_001_1.jpg,YYG-500-D
140x70_dataset/train/H5X-078-M_rotationx75_max_angle75_001.jpg,H5X-078-M
"140x70_dataset/train/JEV-663-B_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",JEV-663-B
140x70_dataset/train/GX5-25-UX_motion_blur_kernel_size15_001_1.jpg,GX5-25-UX
140x70_dataset/train/XXT-354-X_downscaleX25_scale0.25_001_1.jpg,XXT-354-X
"140x70_dataset/train/HJ0-818-X_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",HJ0-818-X
140x70_dataset/train/FWT-557-X_rotationx75_max_angle75_001.jpg,FWT-557-X
140x70_dataset/train/GKZ-47-ZC_random_shadow_opacity0.3_001_1.jpg,GKZ-47-ZC
140x70_dataset/train/DMC-588-Z_iso_noise_intensity25_001_1.jpg,DMC-588-Z
140x70_dataset/train/DKT-186-U_downscaleX75_scale0.75_001_1.jpg,DKT-186-U
140x70_dataset/train/U6V-542-T_dithering_bits4_001_1.jpg,U6V-542-T
140x70_dataset/train/WDK-131-V_rotationx75_max_angle75_001.jpg,WDK-131-V
140x70_dataset/train/XDU-685-P_scaleX50_min_scale0.5_max_scale0.5_001_1.jpg,XDU-685-P
140x70_dataset/train/VNS-420-H_scaleX75_min_scale0.75_max_scale0.75_001_1.jpg,VNS-420-H
140x70_dataset/train/DK4-727-X_motion_blur_kernel_size15_001_1.jpg,DK4-727-X
140x70_dataset/train/CFB-397-A_downscaleX25_scale0.25_001.jpg,CFB-397-A
140x70_dataset/train/YXB-229-T_auto_contrast_cutoff0_001_1.jpg,YXB-229-T
140x70_dataset/train/G71-610-L_random_fog_fog_intensity0.9_001_1.jpg,G71-610-L
140x70_dataset/train/HNB-193-M_glass_blur_iterations3_max_offset2_001_1.jpg,HNB-193-M
140x70_dataset/train/D18-511-Y_perspectiveX35_max_tilt0.35_001.jpg,D18-511-Y
140x70_dataset/train/XV3-663-Y_perspectiveX50_max_tilt0.5_001_1.jpg,XV3-663-Y
140x70_dataset/train/VA6-408-S_random_occlusion_min_size45_max_size100_001_1.jpg,VA6-408-S
140x70_dataset/train/UNC-399-Z_random_shadow_opacity0.3_001_1.jpg,UNC-399-Z
140x70_dataset/train/UYP-589-Z_downscaleX5_scale0.5_001.jpg,UYP-589-Z
140x70_dataset/train/AGU-108-H_random_shadow_opacity0.3_001_1.jpg,AGU-108-H
140x70_dataset/train/UC7-960-V_scaleX50_min_scale0.5_max_scale0.5_001.jpg,UC7-960-V
140x70_dataset/train/GWH-81-MJ_auto_contrast_cutoff0_001_1.jpg,GWH-81-MJ
140x70_dataset/train/RJW-324-P_perspectiveX50_max_tilt0.5_001_1.jpg,RJW-324-P
140x70_dataset/train/FFA-674-F_dithering_bits4_001_1.jpg,FFA-674-F
140x70_dataset/train/DFC-678-F_illumination_alpha0.25_beta0_001_1.jpg,DFC-678-F
140x70_dataset/train/XJE-411-F_perspectiveX35_max_tilt0.35_001_1.jpg,XJE-411-F
140x70_dataset/train/H65-DBC_rotationx25_max_angle25_001_1.jpg,H65-DBC
140x70_dataset/train/YPN-690-R_scaleX25_min_scale0.25_max_scale0.25_001_1.jpg,YPN-690-R
140x70_dataset/train/X3W-274-C_defocus_blur_kernel_size15_001_1.jpg,X3W-274-C
140x70_dataset/train/DGC-289-K_scaleX75_min_scale0.75_max_scale0.75_001_1.jpg,DGC-289-K
140x70_dataset/train/ZHX-514-J_random_shadow_opacity0.3_001_1.jpg,ZHX-514-J
140x70_dataset/train/DLS-639-E_perspectiveX50_max_tilt0.5_001_1.jpg,DLS-639-E
140x70_dataset/train/ZB8-804-H_illumination_alpha0.25_beta0_001_1.jpg,ZB8-804-H
140x70_dataset/train/ASR-831-B_random_snow_intensity0.2_001_1.jpg,ASR-831-B
140x70_dataset/train/DFY-913-P_downscaleX5_scale0.5_001_1.jpg,DFY-913-P
"140x70_dataset/train/HM3-653-F_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",HM3-653-F
140x70_dataset/train/F2U-097-M_rotationx50_max_angle50_001_1.jpg,F2U-097-M
140x70_dataset/train/DRF-709-Y_downscaleX75_scale0.75_001_1.jpg,DRF-709-Y
140x70_dataset/train/PLH-686-R_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,PLH-686-R
140x70_dataset/train/WBC-116-A_channel_dropout_drop_probability0.33_001_1.jpg,WBC-116-A
140x70_dataset/train/EKA-550-T_random_shadow_opacity0.3_001_1.jpg,EKA-550-T
140x70_dataset/train/GA3-305-U_random_snow_intensity0.2_001_1.jpg,GA3-305-U
140x70_dataset/train/PSV-412-J_rotationx75_max_angle75_001_1.jpg,PSV-412-J
140x70_dataset/train/YTB-132-C_perspectiveX35_max_tilt0.35_001_1.jpg,YTB-132-C
140x70_dataset/train/X6K-260-U_motion_blur_kernel_size15_001.jpg,X6K-260-U
140x70_dataset/train/JXF-523-Z_illumination_alpha0.25_beta0_001_1.jpg,JXF-523-Z
140x70_dataset/train/H5C-824-M_illumination_alpha0.25_beta0_001_1.jpg,H5C-824-M
140x70_dataset/train/SJF-492-Z_random_shadow_opacity0.3_001_1.jpg,SJF-492-Z
140x70_dataset/train/G0T-370-P_random_fog_fog_intensity0.9_001_1.jpg,G0T-370-P
140x70_dataset/train/VS9-576-Y_illumination_alpha0.25_beta0_001_1.jpg,VS9-576-Y
140x70_dataset/train/Y4B-352-G_scaleX25_min_scale0.25_max_scale0.25_001_1.jpg,Y4B-352-G
140x70_dataset/train/EA8-242-M_motion_blur_kernel_size15_001_1.jpg,EA8-242-M
140x70_dataset/train/D3F-160-D_downscaleX75_scale0.75_001_1.jpg,D3F-160-D
140x70_dataset/train/HGT-396-B_downscaleX75_scale0.75_001_1.jpg,HGT-396-B
140x70_dataset/train/XVN-097-G_auto_contrast_cutoff0_001.jpg,XVN-097-G
"140x70_dataset/train/US8-572-V_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001.jpg",US8-572-V
140x70_dataset/train/ZHA-243-Z_random_fog_fog_intensity0.9_001_1.jpg,ZHA-243-Z
"140x70_dataset/train/LAP-098-N_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",LAP-098-N
140x70_dataset/train/DCG-945-S_rotationx75_max_angle75_001_1.jpg,DCG-945-S
140x70_dataset/train/PLR-610-V_rotationx25_max_angle25_001_1.jpg,PLR-610-V
140x70_dataset/train/UN7-745-Y_perspectiveX35_max_tilt0.35_001_1.jpg,UN7-745-Y
140x70_dataset/train/ZG0-452-F_motion_blur_kernel_size15_001_1.jpg,ZG0-452-F
140x70_dataset/train/VCB-190-L_random_occlusion_min_size45_max_size100_001_1.jpg,VCB-190-L
140x70_dataset/train/TMS-705-G_dithering_bits4_001_1.jpg,TMS-705-G
140x70_dataset/train/L9D-119-G_perspectiveX70_max_tilt0.7_001_1.jpg,L9D-119-G
"140x70_dataset/train/XUK-368-W_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",XUK-368-W
"140x70_dataset/train/DG9-571-V_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",DG9-571-V
140x70_dataset/train/UNG-833-D_perspectiveX35_max_tilt0.35_001_1.jpg,UNG-833-D
140x70_dataset/train/HY2-407-J_iso_noise_intensity25_001_1.jpg,HY2-407-J
140x70_dataset/train/GJU-07-FN_glass_blur_iterations3_max_offset2_001.jpg,GJU-07-FN
140x70_dataset/train/DD1-637-V_rotationx50_max_angle50_001_1.jpg,DD1-637-V
140x70_dataset/train/WDD-423-P_iso_noise_intensity25_001_1.jpg,WDD-423-P
140x70_dataset/train/AE6-470-Y_iso_noise_intensity25_001_1.jpg,AE6-470-Y
140x70_dataset/train/JNF-132-C_random_shadow_opacity0.3_001.jpg,JNF-132-C
140x70_dataset/train/BS3-029-T_random_fog_fog_intensity0.9_001_1.jpg,BS3-029-T
140x70_dataset/train/LEX-912-M_defocus_blur_kernel_size15_001.jpg,LEX-912-M
"140x70_dataset/train/VD8-012-T_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",VD8-012-T
140x70_dataset/train/W7H-202-T_downscaleX75_scale0.75_001_1.jpg,W7H-202-T
140x70_dataset/train/H6U-887-E_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,H6U-887-E
140x70_dataset/train/ZFJ-078-X_random_fog_fog_intensity0.9_001.jpg,ZFJ-078-X
140x70_dataset/train/X0Z-935-X_rotationx75_max_angle75_001_1.jpg,X0Z-935-X
140x70_dataset/train/THD-623-P_auto_contrast_cutoff0_001_1.jpg,THD-623-P
140x70_dataset/train/N06-H0R_rotationx75_max_angle75_001.jpg,N06-H0R
140x70_dataset/train/AB7-935-H_channel_dropout_drop_probability0.33_001_1.jpg,AB7-935-H
140x70_dataset/train/Y84-247-S_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,Y84-247-S
140x70_dataset/train/UVM-018-N_scaleX25_min_scale0.25_max_scale0.25_001_1.jpg,UVM-018-N
"140x70_dataset/train/DB5-988-T_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001.jpg",DB5-988-T
140x70_dataset/train/AAA-273-E_color_jitter_brightness1.2_contrast1.2_saturation1.2_001.jpg,AAA-273-E
140x70_dataset/train/FRN-210-Z_perspectiveX50_max_tilt0.5_001_1.jpg,FRN-210-Z
140x70_dataset/train/HT2-114-J_rotationx25_max_angle25_001_1.jpg,HT2-114-J
"140x70_dataset/train/U6U-299-V_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",U6U-299-V
140x70_dataset/train/VSB-048-U_color_jitter_brightness1.2_contrast1.2_saturation1.2_001_1.jpg,VSB-048-U
140x70_dataset/train/XHE-293-X_downscaleX75_scale0.75_001_1.jpg,XHE-293-X
140x70_dataset/train/M6A-578-R_perspectiveX35_max_tilt0.35_001_1.jpg,M6A-578-R
"140x70_dataset/train/RB4-758-M_random_sun_flare_radius_range(50, 150)_intensity1.0_001_1.jpg",RB4-758-M
140x70_dataset/train/HGJ-256-A_downscaleX5_scale0.5_001_1.jpg,HGJ-256-A
140x70_dataset/train/XBR-334-A_illumination_alpha0.25_beta0_001_1.jpg,XBR-334-A
140x70_dataset/train/T48-554-K_dithering_bits4_001_1.jpg,T48-554-K
140x70_dataset/train/HL4-375-V_downscaleX75_scale0.75_001_1.jpg,HL4-375-V
140x70_dataset/train/PHR-718-D_channel_dropout_drop_probability0.33_001_1.jpg,PHR-718-D
140x70_dataset/train/XE2-391-W_iso_noise_intensity25_001_1.jpg,XE2-391-W
140x70_dataset/train/VUR-401-S_channel_dropout_drop_probability0.33_001.jpg,VUR-401-S
140x70_dataset/train/YHN-399-J_channel_dropout_drop_probability0.33_001_1.jpg,YHN-399-J
140x70_dataset/train/WDJ-724-W_glass_blur_iterations3_max_offset2_001_1.jpg,WDJ-724-W
140x70_dataset/train/Z07-599-K_downscaleX5_scale0.5_001_1.jpg,Z07-599-K
140x70_dataset/train/XVN-097-G_random_fog_fog_intensity0.9_001_1.jpg,XVN-097-G
140x70_dataset/train/EDX-398-W_defocus_blur_kernel_size15_001.jpg,EDX-398-W
140x70_dataset/train/G37-JFX_iso_noise_intensity25_001_1.jpg,G37-JFX
"140x70_dataset/train/TLG-458-W_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",TLG-458-W
140x70_dataset/train/XMU-981-E_scaleX25_min_scale0.25_max_scale0.25_001.jpg,XMU-981-E
140x70_dataset/train/B94-TSZ_random_occlusion_min_size45_max_size100_001_1.jpg,B94-TSZ
140x70_dataset/train/AU9-899-P_defocus_blur_kernel_size15_001_1.jpg,AU9-899-P
140x70_dataset/train/WZ2-604-M_defocus_blur_kernel_size15_001_1.jpg,WZ2-604-M
"140x70_dataset/train/AH6-468-L_random_rain_num_drops100_length_range(10, 20)_angle_range(-5, 5)_001_1.jpg",AH6-468-L
140x70_dataset/train/WVM-813-Z_rotationx75_max_angle75_001_1.jpg,WVM-813-Z
140x70_dataset/train/PWZ-504-A_channel_dropout_drop_probability0.33_001.jpg,PWZ-504-A
140x70_dataset/train/VTS-011-W_defocus_blur_kernel_size15_001_1.jpg,VTS-011-W
"140x70_dataset/train/GW3-55-AN_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",GW3-55-AN
140x70_dataset/train/GD7-605-V_rotationx75_max_angle75_001_1.jpg,GD7-605-V
140x70_dataset/train/ZDJ-234-F_auto_contrast_cutoff0_001.jpg,ZDJ-234-F
140x70_dataset/train/EA6-707-W_downscaleX25_scale0.25_001_1.jpg,EA6-707-W
140x70_dataset/train/DK8-887-A_random_shadow_opacity0.3_001.jpg,DK8-887-A
140x70_dataset/train/DH5-797-V_random_fog_fog_intensity0.9_001_1.jpg,DH5-797-V
140x70_dataset/train/VK6-055-E_perspectiveX50_max_tilt0.5_001_1.jpg,VK6-055-E
140x70_dataset/train/UDR-913-B_color_jitter_brightness1.2_contrast1.2_saturation1.2_001.jpg,UDR-913-B
140x70_dataset/train/WHN-927-T_downscaleX75_scale0.75_001_1.jpg,WHN-927-T
140x70_dataset/train/TLY-557-P_rotationx25_max_angle25_001_1.jpg,TLY-557-P
"140x70_dataset/train/XVL-769-J_equalize_clip_limit2.0_grid_size(8, 8)_001_1.jpg",XVL-769-J
140x70_dataset/train/FGE-132-P_rotationx50_max_angle50_001_1.jpg,FGE-132-P
140x70_dataset/train/F35-KCC_random_snow_intensity0.2_001_1.jpg,F35-KCC
"140x70_dataset/train/DKC-111-S_spatter_num_spots30_radius_range(5, 15)_color(50, 50, 50)_001_1.jpg",DKC-111-S
140x70_dataset/train/XX3-661-B_random_fog_fog_intensity0.9_001_1.jpg,XX3-661-B
140x70_dataset/train/NBC-475-J_channel_dropout_drop_probability0.33_001_1.jpg,NBC-475-J
140x70_dataset/train/K7F-669-L_random_occlusion_min_size45_max_size100_001.jpg,K7F-669-L
140x70_dataset/train/D13-268-K_random_fog_fog_intensity0.9_001_1.jpg,D13-268-K
140x70_dataset/train/TLX-832-P_rotationx50_max_angle50_001_1.jpg,TLX-832-P
140x70_dataset/train/ETX-520-R_dithering_bits4_001_1.jpg,ETX-520-R
140x70_dataset/train/E02-C8D_random_shadow_opacity0.3_001_1.jpg,E02-C8D
140x70_dataset/train/V25-861-Z_iso_noise_intensity25_001_1.jpg,V25-861-Z
140x70_dataset/train/ZDN-666-V_channel_dropout_drop_probability0.33_001_1.jpg,ZDN-666-V
140x70_dataset/train/DV3-993-G_scaleX25_min_scale0.25_max_scale0.25_001.jpg,DV3-993-G
140x70_dataset/train/Z73-306-D_random_occlusion_min_size45_max_size100_001_1.jpg,Z73-306-D
140x70_dataset/train/CHX-925-H_random_occlusion_min_size45_max_size100_001_1.jpg,CHX-925-H
140x70_dataset/train/XAZ-435-R_iso_noise_intensity25_001_1.jpg,XAZ-435-R
140x70_dataset/train/W67-7MT_downscaleX25_scale0.25_001_1.jpg,W67-7MT
140x70_dataset/train/J7J-461-Y_rotationx75_max_angle75_001_1.jpg,J7J-461-Y
140x70_dataset/train/FKG-372-E_glass_blur_iterations3_max_offset2_001_1.jpg,FKG-372-E
140x70_dataset/train/SD9-631-H_channel_dropout_drop_probability0.33_001_1.jpg,SD9-631-H
140x70_dataset/train/AAE-155-S_dithering_bits4_001_1.jpg,AAE-155-S
140x70_dataset/train/RBS-069-Z_rotationx75_max_angle75_001.jpg,RBS-069-Z
140x70_dataset/train/V90-315-A_illumination_alpha0.25_beta0_001_1.jpg,V90-315-A
140x70_dataset/train/HMM-369-L_rotationx75_max_angle75_001_1.jpg,HMM-369-L
140x70_dataset/train/SMH-075-E_defocus_blur_kernel_size15_001_1.jpg,SMH-075-E
140x70_dataset/train/EKF-145-U_perspectiveX50_max_tilt0.5_001_1.jpg,EKF-145-U
140x70_dataset/train/DRE-238-X_rotationx75_max_angle75_001_1.jpg,DRE-238-X
